# FILE : ModelRXH_Scaled.dat
# Contains parameterisations for imaginary frequency
# polarizability model
#    alpha(i\omega)=a_1/(\omega^2+O_1^2) + a_1/(\omega^2+O_1^2)
#
# If you use this data please cite
#   Gould T. and Bucko T., J. Chem. Theory Comput., 2016, 12 (8), pp 3603–3613
#
# =============================================================
# Z N C6 a1 O1 a2 O2
32 31      104   2.8517   0.4028  28.1483   7.7271
32 32      358   3.1821   0.2839  28.8179   6.2691
32 33     2168   2.5162   0.1335  30.4838   3.2905
33 30     18.5   2.0683   0.5963  27.9317   9.8868
33 31     41.4   2.9484   0.5644  28.0516   9.6185
33 32     97.3   3.6772   0.4851  28.3228   8.9762
33 33      255   4.1025   0.3755  28.8975   7.6268
33 34     1097   3.0698   0.1920  30.9302   4.0290
34 31     25.6   2.9035   0.6607  28.0965  10.5218
34 32     50.5   3.7748   0.6179  28.2252  10.2272
34 33      103   4.5119   0.5434  28.4881   9.6041
34 34      229   4.7390   0.4291  29.2610   7.9552
34 35      761   3.8174   0.2509  31.1826   4.6755
35 32     27.8   3.7342   0.7532  28.2658  11.5919
35 33     50.0   4.6024   0.7046  28.3976  11.2768
35 34     89.1   5.2297   0.6291  28.7703  10.4540
35 35      184   5.4355   0.5062  29.5645   8.7223
35 36      500   4.6462   0.3287  31.3538   5.5955
36 33     25.5   4.5637   0.8810  28.4363  13.1400
36 34     40.6   5.3779   0.8359  28.6221  12.7360
36 35     70.2   5.9646   0.7432  29.0354  11.7441
36 36      134   6.1687   0.6115  29.8313   9.9081
37 34     21.3   5.3766   1.0402  28.6234  14.8314
37 35     33.5   6.1503   0.9734  28.8497  14.2744
37 36     48.8   6.7147   0.9069  29.2853  13.7231
37 37     4696   1.1264   0.0600  35.8736   2.8253
37 38    96767   1.4422   0.0255  36.5578   1.5832
38 35     21.8   6.1768   1.1309  28.8232  15.6039
38 36     26.9   6.9250   1.1317  29.0750  16.0598
38 37      799   1.2955   0.1216  35.7045   3.7166
38 38     3236   2.2070   0.1064  35.7930   3.4652
39 36     22.9   6.9735   1.2021  29.0265  16.1586
39 37      349   1.4209   0.1730  35.5791   4.3442
39 38     1003   2.4378   0.1697  35.5622   4.3118
39 39     2620   2.5336   0.1259  36.4664   3.4096
39 40     4929   5.9432   0.1758  34.0568   8.0630
40 37      128   1.5166   0.2547  35.4834   5.7090
40 38      328   2.5599   0.2563  35.4401   5.7289
40 39      518   1.9888   0.1888  37.0112   4.1983
40 40     1559   2.7177   0.1576  37.2823   3.8417
40 41     7006   2.0647   0.0796  38.9353   2.2672
41 38      173   2.6297   0.3246  35.3703   6.7183
41 39      282   2.7549   0.2845  36.2451   5.8039
41 40      429   2.1721   0.2146  37.8279   4.3426
41 41     1295   2.7488   0.1698  38.2512   3.8729
41 42     6858   2.0369   0.0793  39.9631   2.3753
42 39      120   1.9409   0.3101  37.0591   5.7304
42 40      208   2.1151   0.2726  37.8849   4.9999
42 41      409   2.2650   0.2259  38.7350   4.2705
42 42     1027   2.2692   0.1646  39.7308   3.4490
42 43     5501   1.5401   0.0718  41.4599   2.1410
43 40      129   2.8759   0.3839  37.1241   6.9266
43 41      206   2.9345   0.3330  38.0655   6.0219
43 42      291   2.2906   0.2568  39.7094   4.6266
43 43      936   2.6186   0.1849  40.3814   3.9911
43 44    13071   1.1764   0.0443  42.8236   1.8937
44 41      114   2.9310   0.4075  38.0690   7.0151
44 42      181   2.9551   0.3514  39.0449   6.1165
44 43      239   2.2500   0.2732  40.7500   4.7893
44 44      806   2.5581   0.1920  41.4419   4.1119
44 45    12623   1.1754   0.0447  43.8246   2.0036
45 42      101   2.9549   0.4285  39.0451   7.1184
45 43      160   2.9473   0.3675  40.0527   6.2253
45 44      203   2.1761   0.2842  41.8239   4.9300
45 45      707   2.4923   0.1976  42.5077   4.2425
45 46    12235   1.1727   0.0450  44.8273   2.1263
46 43     90.6   2.9555   0.4474  40.0445   7.2385
46 44      140   2.9245   0.3835  41.0755   6.3838
46 45      176   2.0837   0.2913  42.9163   5.0641
46 46      630   2.4261   0.2021  43.5739   4.3849
46 47    11997   1.1687   0.0451  45.8313   2.2484
47 44     40.0   2.1969   0.5042  41.8031   7.6275
47 45     63.0   2.1575   0.4265  42.8425   6.7312
47 46      117   1.9831   0.3252  44.0169   5.7274
47 47      340   1.5185   0.1860  45.4815   4.4525
47 48     8803   1.1647   0.0498  46.8353   2.6115
48 45     56.8   2.9130   0.5228  42.0870   8.2050
48 46     87.8   2.8525   0.4447  43.1475   7.2783
48 47      110   1.8818   0.3218  45.1182   5.7814
48 48      406   2.3040   0.2264  45.6960   5.0928
49 46     50.6   2.8811   0.5416  43.1189   8.4313
49 47     78.2   2.8086   0.4591  44.1914   7.5018
49 48      141   2.6341   0.3589  45.3659   6.5003
49 49      635   2.5322   0.2049  46.4678   5.1040
49 50    10265   1.3762   0.0532  48.6238   2.3156
50 47     60.1   2.8455   0.5092  44.1545   7.8970
50 48     92.9   2.7634   0.4301  45.2366   7.0474
50 49      236   3.3279   0.3462  45.6721   6.4963
50 50      706   3.5717   0.2471  46.4283   5.5515
50 51     3425   2.9841   0.1285  48.0159   3.6558
51 48     48.2   2.8075   0.5451  45.1925   8.4501
51 49     97.8   3.6177   0.4951  45.3823   8.1549
51 50      210   4.2404   0.4187  45.7596   7.6157
51 51      500   4.5933   0.3269  46.4067   6.7251
51 52     1774   3.6222   0.1828  48.3778   4.4063
52 49     66.0   3.7365   0.5808  45.2635   8.8772
52 50      121   4.5368   0.5295  45.4632   8.5659
52 51      231   5.1856   0.4610  45.8144   8.0595
52 52      467   5.3421   0.3699  46.6579   7.0139
52 53     1339   4.4635   0.2310  48.5365   4.8958
53 50     71.7   4.6764   0.6479  45.3236   9.7369
53 51      122   5.4771   0.5955  45.5229   9.4109
53 52      203   6.0284   0.5313  45.9716   8.8176
53 53      385   6.1566   0.4332  46.8434   7.6910
53 54      931   5.3982   0.2960  48.6018   5.6683
54 51     68.4   5.6271   0.7381  45.3729  10.8991
54 52      103   6.3912   0.6946  45.6088  10.5605
54 53      168   6.8889   0.6173  46.1111   9.8341
54 54      299   7.0163   0.5139  46.9837   8.6324
55 52     49.4   6.6027   0.9103  45.3973  13.0689
55 53     73.9   7.3049   0.8461  45.6951  12.5703
55 54      129   7.7796   0.7290  46.2204  11.2860
55 55     6759   1.1823   0.0550  53.8177   3.0044
56 53     59.5   7.5451   0.9317  45.4549  13.1041
56 54     72.2   8.2142   0.9196  45.7858  13.3588
56 55     1320   1.4262   0.1101  53.5738   3.8270
56 56     5581   2.3419   0.0925  53.6581   3.4610
57 54     41.1   8.4784   1.1356  45.5216  15.7209
57 55      451   1.6307   0.1749  53.3693   4.8854
57 56     1210   2.6590   0.1695  53.3410   4.8546
57 57     3758   2.3323   0.1053  54.6677   3.9444
58 55      225   1.8028   0.2382  53.1972   5.8133
58 56      541   2.8583   0.2345  53.1417   5.8202
58 57     1115   2.6439   0.1736  54.3561   5.0165
58 58     3505   2.3176   0.1073  55.6824   4.0905
59 56      340   2.9964   0.2843  53.0036   6.4411
59 57      579   2.8412   0.2285  54.1588   5.7210
59 58     1192   2.6293   0.1692  55.3707   4.9409
59 59     3782   2.3081   0.1043  56.6919   4.0440
60 57      319   2.9792   0.2893  54.0208   6.6150
60 58      544   2.8255   0.2325  55.1745   5.8810
60 59     1121   2.6158   0.1721  56.3842   5.0879
60 60     3581   2.2987   0.1059  57.7013   4.1760
61 58      297   2.9636   0.2953  55.0364   6.8225
61 59      507   2.8112   0.2372  56.1888   6.0708
61 60     1047   2.6034   0.1755  57.3966   5.2604
61 61     3365   2.2895   0.1078  58.7105   4.3266
62 59      276   2.9494   0.3018  56.0506   7.0508
